i1,i2,d
0,1,0.9979066481984133
0,2,0.9958337676248125
0,3,0.9937785397064889
0,4,0.9917144668830019
0,5,0.9896418747003354
0,6,0.9875613374988583
0,7,0.9854723917455557
0,8,0.9833726136717187
0,9,0.9812628993337661
0,10,0.979138779291448
0,11,0.9770312603264937
0,12,0.9749190944381708
0,13,0.9727998530977646
0,14,0.9706718926940046
0,15,0.9685368413122292
0,16,0.9663924793063813
0,17,0.9642406422747626
0,18,0.9620802492604976
0,19,0.9599109574456787
0,20,0.9577328032822177
0,21,0.9555444081129906
0,22,0.953346169066073
0,23,0.9511142682647856
0,24,0.9488992017152624
0,25,0.9466727832846459
0,26,0.9444361849627386
0,27,0.9421897980013855
0,28,0.9399324355911085
0,29,0.9376662326753096
0,30,0.9353896230286383
0,31,0.9331032520412016
0,32,0.9308061641353655
0,33,0.9284990781866298
0,34,0.9261810981962668
0,35,0.92385272978755
0,36,0.9215143339298484
0,37,0.9191654795327122
0,38,0.9168068854060454
0,39,0.9144375028911003
0,40,0.912057704431729
0,41,0.9096672714603987
0,42,0.9072651301734544
0,43,0.9048515852908267
0,44,0.9024342294996085
0,45,0.9000062906184126
0,46,0.8975655705772095
0,47,0.8951091037551745
0,48,0.8926419365334584
0,49,0.8901273169815356
0,50,0.8876016225080524
0,51,0.8850635328076416
0,52,0.882513856164773
0,53,0.8799528768977134
0,54,0.8773789950214629
0,55,0.8747911217131704
0,56,0.872193767935255
0,57,0.8695848957807283
0,58,0.8669640208215023
0,59,0.8643309616002265
0,60,0.8616854613808986
0,61,0.8590278298002477
0,62,0.8563579094033337
0,63,0.8536753391033945
0,64,0.8509810370612019
0,65,0.8482590467083856
0,66,0.8455380986485875
0,67,0.8428054665394609
0,68,0.8400616179392697
0,69,0.8373027225593699
0,70,0.8345304430853064
0,71,0.8317460372056497
0,72,0.8289477347596318
0,73,0.8261360950962405
0,74,0.8233099743747281
0,75,0.8204679622195126
0,76,0.8176069069299101
0,77,0.8147774503550163
0,78,0.8119399568585204
0,79,0.8090889315005688
0,80,0.8062242079177094
0,81,0.8033461391934938
0,82,0.8004539022873697
0,83,0.7975439230626759
0,84,0.7946205760965124
0,85,0.79168188200477
0,86,0.7887291148036389
0,87,0.7857575577904315
0,88,0.7827725442365754
0,89,0.7797726885900004
0,90,0.7767586601375525
0,91,0.7737301363178728
0,92,0.7706880875823199
0,93,0.7676301959908782
0,94,0.7645570074032391
0,95,0.7614694536156794
0,96,0.7583668869717417
0,97,0.7552488414852969
0,98,0.7521160584966602
0,99,0.7489558681897317
0,100,0.7457812517747364
0,101,0.7425959554985418
0,102,0.7393965074676949
0,103,0.7361786861347295
0,104,0.7329463659686439
0,105,0.7296927201244059
0,106,0.7264239803124506
0,107,0.7231363493182765
0,108,0.7198351850266598
0,109,0.7165187761225276
0,110,0.7131805733015719
0,111,0.7098156956090806
0,112,0.7064376645527937
0,113,0.703044206262359
0,114,0.6996331808288877
0,115,0.6962032172502859
0,116,0.6927550468608417
0,117,0.6892880483953177
0,118,0.6858033036592692
0,119,0.6823000831486037
0,120,0.6787777501310467
0,121,0.6752354758286276
0,122,0.6716740516812715
0,123,0.6680902359396758
0,124,0.664481649308238
0,125,0.6608583200875322
0,126,0.6572159029594428
0,127,0.6535506319425227
0,128,0.6498626656730004
0,129,0.6461547052136856
0,130,0.6424264098598016
0,131,0.6386769311821676
0,132,0.6349020422860561
0,133,0.6311070343410061
0,134,0.6272893278465478
0,135,0.6234521483230439
0,136,0.6195936695761857
0,137,0.6157133007253333
0,138,0.6118130860839475
0,139,0.6078806755873928
0,140,0.6039179540675708
0,141,0.6000319360782176
0,142,0.5961277100005342
0,143,0.5921934318338229
0,144,0.5882364127127182
0,145,0.5842601254111732
0,146,0.580260141252393
0,147,0.5762349433871246
0,148,0.5721848473875676
0,149,0.5681145622721814
0,150,0.5640195121409312
0,151,0.5599026484500926
0,152,0.5557583633561285
0,153,0.5515907219973973
0,154,0.5473973687318563
0,155,0.5431813827963063
0,156,0.5389414295305333
0,157,0.5346740625619106
0,158,0.5303831379116823
0,159,0.5260653130348198
0,160,0.5217251585320049
0,161,0.5173563049636123
0,162,0.5129642229642802
0,163,0.5085479217060526
0,164,0.5041026499077184
0,165,0.4996297946010393
0,166,0.4951270461592824
0,167,0.49060099423765036
0,168,0.4860479441173543
0,169,0.4814674102864128
0,170,0.476858132315639
0,171,0.4722194716498169
0,172,0.46754939002639884
0,173,0.462844800165478
0,174,0.4580285825512783
0,175,0.45319425037207317
0,176,0.44833541958757506
0,177,0.4434469614526336
0,178,0.43852928772975897
0,179,0.43357956979905576
0,180,0.42860091013225976
0,181,0.4235888617196546
0,182,0.4185454687081631
0,183,0.41346530759492517
0,184,0.40835079239088234
0,185,0.40320344219171256
0,186,0.3980309625491397
0,187,0.39282383211264693
0,188,0.38758358355179623
0,189,0.3823071693887692
0,190,0.3769927396308036
0,191,0.37163872795255215
0,192,0.3662528637183917
0,193,0.36082990312442054
0,194,0.355369554603977
0,195,0.34987636130064814
0,196,0.34434827958360414
0,197,0.33878021050576257
0,198,0.3331764018094432
0,199,0.327533434782852
0,200,0.32185459603781064
0,201,0.31613837746440654
0,202,0.31038285764572504
0,203,0.3045877320330588
0,204,0.2987537099240354
0,205,0.29288244043566325
0,206,0.2869686165572576
0,207,0.2810161158453939
0,208,0.27502310150119
0,209,0.26898898247048986
0,210,0.262909035453441
0,211,0.256786513720455
0,212,0.25061536769250614
0,213,0.2443976546377825
0,214,0.23813122717900082
0,215,0.2318132261132807
0,216,0.2255319164534607
0,217,0.21920540437606917
0,218,0.21283124524370334
0,219,0.20641516647445413
0,220,0.1999526368930833
0,221,0.19343737167291375
0,222,0.1868747593018959
0,223,0.18021876820025762
0,224,0.17356451276394247
0,225,0.16685851783143713
0,226,0.16010648808308514
0,227,0.15330247450454315
0,228,0.14644922568385899
0,229,0.1395425885077134
0,230,0.13258222965648436
0,231,0.12557171961731273
0,232,0.11850875381401504
0,233,0.11139170585230274
0,234,0.10422169335747233
0,235,0.0969984498020735
0,236,0.08971974219792045
0,237,0.08236043981848418
0,238,0.07494307242604603
0,239,0.06748103021030283
0,240,0.05996400795112167
0,241,0.052391685725841186
0,242,0.04476993851284128
0,243,0.03709437711281205
0,244,0.02935704604610745
0,245,0.021547966921410033
0,246,0.013675020923501147
0,247,0.0057388545085235165
0,248,-0.00226033892102806
0,249,-0.010328135059671117
0,250,-0.01846305547552962
0,251,-0.02665668921895925
0,252,-0.03491987410465103
0,253,-0.04325242852018074
0,254,-0.051653564366500815
0,255,-0.060120477000688455
0,256,-0.06865861329499978
0,257,-0.07727747449177125
0,258,-0.08596578373591712
0,259,-0.09472729736915331
0,260,-0.10356250197139083
0,261,-0.11247614013129636
0,262,-0.12146910804952804
0,263,-0.13054244031846696
0,264,-0.1396957145184412
0,265,-0.14892903045913064
0,266,-0.158244508854557
0,267,-0.16763755174989137
0,268,-0.17711372185733976
0,269,-0.18667171719344777
0,270,-0.1963432897838775
0,271,-0.20589077844584058
0,272,-0.2155179962201672
0,273,-0.22522748931332748
0,274,-0.23502247425833644
0,275,-0.244915308925314
0,276,-0.2548977168872244
0,277,-0.2649697437092784
0,278,-0.275133627814363
0,279,-0.28538628910649244
0,280,-0.295730133369962
0,281,-0.3061658365483906
0,282,-0.3166966116627403
0,283,-0.32732467188385894
0,284,-0.3380563356066615
0,285,-0.34888494705399187
0,286,-0.35981125472728315
0,287,-0.3708454959468124
0,288,-0.3819831912449225
0,289,-0.39322958961268784
0,290,-0.4045779643269496
0,291,-0.41604574965198404
0,292,-0.42761687444937246
0,293,-0.43929547963671056
0,294,-0.451086296291602
0,295,-0.4629837422108827
0,296,-0.4750124450043538
0,297,-0.4871564514900715
0,298,-0.49942986838097014
0,299,-0.5118236289154365
0,300,-0.5243311199288703
0,301,-0.5369655375919418
0,302,-0.5497222793590024
0,303,-0.5626093689178071
0,304,-0.5756273233975031
0,305,-0.5887981552691928
0,306,-0.6023257456689575
0,307,-0.6159831279097532
0,308,-0.6297842878355693
0,309,-0.643728266457664
0,310,-0.6578261313700347
0,311,-0.6720655258501207
0,312,-0.6864492575248411
0,313,-0.7009865603033272
0,314,-0.7156814882264295
0,315,-0.7305430634443177
0,316,-0.7455718713802366
0,317,-0.760782511805913
0,318,-0.7761299278026028
0,319,-0.7916481713176917
0,320,-0.8073415359919716
0,321,-0.8232083406392448
0,322,-0.8392566954439158
0,323,-0.855494171409102
0,324,-0.8719193524422155
0,325,-0.8885351905010455
0,326,-0.9053484346627356
0,327,-0.92235933811574
0,328,-0.9395663086196826
0,329,-0.9569734129167224
0,330,-0.9745944646315252
0,331,-0.9924249139568602
0,332,-1.0104676632726195
0,333,-1.0287336253633332
0,334,-1.0472083850566014
0,335,-1.06590073447242
0,336,-1.0848833867472185
0,337,-1.104103549079784
0,338,-1.123366864782499
0,339,-1.1428695952682528
0,340,-1.1626081167456637
0,341,-1.1825755398822155
0,342,-1.2027959508084642
0,343,-1.22328687646503
0,344,-1.2440214818471687
0,345,-1.2650831973941983
0,346,-1.2863923633358778
0,347,-1.3079762051051442
0,348,-1.329850247996683
0,349,-1.3520312139886996
0,350,-1.3745081132401376
0,351,-1.3972743212723688
0,352,-1.4203395995782586
0,353,-1.4437333709817717
0,354,-1.4674506637005587
0,355,-1.4914869606109844
0,356,-1.5158545661971685
0,357,-1.5405671005579877
0,358,-1.5656330519018378
0,359,-1.591061192685492
0,360,-1.616868953197826
0,361,-1.6430829814865529
0,362,-1.669674519515716
0,363,-1.6966477588294604
0,364,-1.723997538306212
0,365,-1.751745418675714
0,366,-1.7799059147706997
0,367,-1.8085132367462295
0,368,-1.8375851603683262
0,369,-1.8671222124701774
0,370,-1.8970691454573492
0,371,-1.9274743883182597
0,372,-1.9583263116082728
0,373,-1.9896624925476634
0,374,-2.0215029954828054
0,375,-2.0538602147124028
0,376,-2.0867406676371
0,377,-2.1201525470353637
0,378,-2.1540941932875324
0,379,-2.188616536524772
0,380,-2.22371207528768
0,381,-2.2594007485631664
0,382,-2.2957141440049904
0,383,-2.3326623243421247
0,384,-2.370343063558362
0,385,-2.4086522037618723
0,386,-2.4476256408704
0,387,-2.487233115897136
0,388,-2.527620148604746
0,389,-2.5687215934966794
0,390,-2.610590956148359
0,391,-2.65323565259966
0,392,-2.6967379164114993
0,393,-2.7410718053324628
0,394,-2.7862648660359914
0,395,-2.832340744338828
0,396,-2.879294346135395
0,397,-2.927148108198219
0,398,-2.975953030893039
0,399,-3.0257178227240615
0,400,-3.0765115723245415
0,401,-3.128357664674641
0,402,-3.181460131464741
0,403,-3.234444953810648
0,404,-3.2885882280802665
0,405,-3.343749941399391
0,406,-3.400073722934658
0,407,-3.457596186716362
0,408,-3.516380366291359
0,409,-3.5765208316690043
0,410,-3.638001727331627
